"id";"recordBasis";"kindOfUnit";"preparationType";"preparationDate";"gatheringDate";"collectors";"gatheringLocality";"gatheringCountry";"gatheringISOCountryCode";"gatheringLatitude";"gatheringLongitude";"institutionShort";"institutionFullName";"city";"instCountry";"instLattitude";"instLongitude";"accessionIdentifiers";"guid";"institutioncode";"collectioncode";"unitid";"scientificName";"genus";"species";"family";"order";"class";"phylum";"kingdom"
"28884350";"MaterialSample";"DNA";"gDNA";"2004-12-02T00:00:00";\N;\N;\N;"Costa Rica";"CR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB297/2004";"B";"DNA Bank";"DB 297/2004";"Peperomia hirta";"Peperomia";"Peperomia hirta";"Piperaceae";"Piperales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884351";"MaterialSample";"DNA";"gDNA";"2005-08-19T00:00:00";\N;\N;"Province of Huarochiri, District of San Pedro De Casta, Mashca, Camino del Pueblo San Pedro de Caste.";"Peru";"PE";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB410";"B";"DNA Bank";"DB 410";"Senecio cerratei";"Senecio";"Senecio cerratei";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884352";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB123";"B";"DNA Bank";"DB 123";"Helminthotheca";"Helminthotheca";\N;"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884353";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB124";"B";"DNA Bank";"DB 124";"Asteraceae";\N;\N;"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884354";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB125";"B";"DNA Bank";"DB 125";"Senecio vulgaris";"Senecio";"Senecio vulgaris";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884355";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB126";"B";"DNA Bank";"DB 126";"Lactuca viminea";"Lactuca";"Lactuca viminea";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884356";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB127";"B";"DNA Bank";"DB 127";"Sonchus oleraceus";"Sonchus";"Sonchus oleraceus";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884357";"MaterialSample";"DNA";"gDNA";"2003-03-14T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB128";"B";"DNA Bank";"DB 128";"Pallenis spinosa spinosa";"Pallenis";"Pallenis spinosa";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884358";"MaterialSample";"DNA";"gDNA";"2003-03-17T00:00:00";"29.09.1999";"A. & J. Ueckert, Ch. Oberprieler";"Marche, Camerino, castle ruins """"Rocca Varano"""" NW Sferica.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB129";"B";"DNA Bank";"DB 129";"Carduus";"Carduus";\N;"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884359";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"12.10.1994";"Nielsen";"Lesvos, Mitilini.";"Greece";"GR";"39,1";"26,55";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB1";"B";"DNA Bank";"DB 1";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884360";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"05.05.1983";"T. Raus";"Karpathos, SE Pigadia.";"Greece";"GR";"35,4833";"27,2333";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB2";"B";"DNA Bank";"DB 2";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884361";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"23.05.1966";"Lüdtke";"Chios, S Pyrgi.";"Greece";"GR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB3";"B";"DNA Bank";"DB 3";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884362";"MaterialSample";"DNA";"gDNA";"2005-08-11T00:00:00";\N;\N;"Gran Sasso d'Italia, Campo Imperatore.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB316/2005";"B";"DNA Bank";"DB 316/2005";"Senecio scopolii floccosus";"Senecio";"Senecio scopolii";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884363";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"J. M. Shay";"Kreta, Pirjiotissi, """"Kommos"""".";"Greece";"GR";"35";"24,7667";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB4";"B";"DNA Bank";"DB 4";"Cichorium spinosum";"Cichorium";"Cichorium spinosum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884364";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"J. M. Shay";"Kreta, Pirjiotissi, """"Kommos"""".";"Greece";"GR";"35";"24,7667";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB5";"B";"DNA Bank";"DB 5";"Cichorium spinosum";"Cichorium";"Cichorium spinosum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884365";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"B. Valdés, S. Talavera, G. Alziar, D. Jeanmonod, N. Galland, U. MatthÃ¤s, V. Stevanovic, P. Minissale, S. Fici, B. Foggi, M. Watson, P. Hinz & J. M. Romero";"Bailén Prov. Jaen.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB6";"B";"DNA Bank";"DB 6";"Cichorium intybus";"Cichorium";"Cichorium intybus";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884366";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"H. Risse";"Kreta, Mirambello, S Mesa Lasithaki.";"Greece";"GR";"35,1667";"25,5167";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB7";"B";"DNA Bank";"DB 7";"Cichorium spinosum";"Cichorium";"Cichorium spinosum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884367";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"13.06.1994";"E. Bergmeier & U. Matthäs";"Kreta, Sfakia, NNE Anopoli.";"Greece";"GR";"35,2333";"24,0833";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB8";"B";"DNA Bank";"DB 8";"Cichorium spinosum";"Cichorium";"Cichorium spinosum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884368";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"R. Vogt & C. Oberprieler";"Khemisset, S Ben Slimane.";"Morocco";"MA";"33,5667";"-7,1";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB9";"B";"DNA Bank";"DB 9";"Cichorium intybus";"Cichorium";"Cichorium intybus";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884369";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"R. Vogt & C. Oberprieler";"Siliana, S Makthar.";"Tunisia";"TN";"35,7833";"9,21667";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB10";"B";"DNA Bank";"DB 10";"Cichorium intybus";"Cichorium";"Cichorium intybus";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884370";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"16.09.1993";"Nüsser";"Nanga Parbat.";"Pakistan";"PK";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB11";"B";"DNA Bank";"DB 11";"Cichorium intybus";"Cichorium";"Cichorium intybus";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884371";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"15.04.1996";"R. Eisenblätter & E. Willing";"Arkadhia, Kynourias, N Xiropigadho.";"Greece";"GR";"37,5167";"23,7167";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB12";"B";"DNA Bank";"DB 12";"Cichorium endivia";"Cichorium";"Cichorium endivia";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884372";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"23.04.1983";"T. Raus";"Kasos, Arvanitochori - Poli.";"Greece";"GR";"35,3833";"26,9333";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB13";"B";"DNA Bank";"DB 13";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884373";"MaterialSample";"DNA";"gDNA";"2003-03-17T00:00:00";"22.06.1999";"Pizarro & Navarro";"Prov. Madrid.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB142";"B";"DNA Bank";"DB 142";"Hispidella hispanica";"Hispidella";"Hispidella hispanica";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884374";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"03.04.1989";"A. Danin, T. Raus, W. Sauer, S. Brullo & al.";"Kinnot Valley, En Sheva (Tabkha).";"Israel";"IL";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB14";"B";"DNA Bank";"DB 14";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884375";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";\N;"R. Vogt & C. Oberprieler";"Monts des Beni Snassen, Beni Ammar.";"Morocco";"MA";"34,8333";"-2,68333";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB15";"B";"DNA Bank";"DB 15";"Cichorium pumilum";"Cichorium";"Cichorium pumilum";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884376";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"15.9.1998";"Kuhbier";"England, Essex, Walton on the Naze.";"United Kingdom";"GB";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB16";"B";"DNA Bank";"DB 16";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884377";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"15.06.1974";"Duvigneaud";"Baleares, Majorque, Puerto de Campos.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB17";"B";"DNA Bank";"DB 17";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884378";"MaterialSample";"DNA";"gDNA";"2002-08-13T00:00:00";"29.07.1958";"Hempel";"Leipzig, Gohlis.";"Germany";"DE";"51,3607";"12,3662";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB18";"B";"DNA Bank";"DB 18";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884379";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";\N;"Costa";"Castellon, Almenara.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB19";"B";"DNA Bank";"DB 19";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884380";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"12.05.1994";"Iberite";"Latina, Lazio, Lago di Fogliano.";"Italy";"IT";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB20";"B";"DNA Bank";"DB 20";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884381";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"09.06.1988";"Molina";"La Rioja, Alcanadre.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB21";"B";"DNA Bank";"DB 21";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884382";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";\N;"Lambinon";"Huesca, Ontinena.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB22";"B";"DNA Bank";"DB 22";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884383";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"12.06.1979";"Lambinon";"Korsika, Baie de Crovani (Calvi - Galeria).";"France";"FR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB23";"B";"DNA Bank";"DB 23";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884384";"MaterialSample";"DNA";"gDNA";"2005-08-19T00:00:00";"28.02.2000";"E. Royl";"La Palma, Caldera de Taburiente, Barranco de las Angustias.";"Spain";"ES";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB433";"B";"DNA Bank";"DB 433";"Pericallis papyracea";"Pericallis";"Pericallis papyracea";"Asteraceae";"Asterales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884385";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";\N;"Scholz";"Südfrankreich, Camargue.";"France";"FR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB24";"B";"DNA Bank";"DB 24";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884386";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"13.04.1991";"Alziar & al.";\N;"Cyprus";"CY";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB25";"B";"DNA Bank";"DB 25";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884387";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"13.04.1991";"Alziar & al.";\N;"Cyprus";"CY";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB26";"B";"DNA Bank";"DB 26";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884388";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"10.06.1994";"Nesbitt";"Izmir, S Dikili.";"Turkey";"TR";"39,0333";"26,9167";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB27";"B";"DNA Bank";"DB 27";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884389";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"01.10.1989";"T. Raus";"Mugla, Mersinet Iskelesi.";"Turkey";"TR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB28";"B";"DNA Bank";"DB 28";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884390";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"14.06.1982";"F. J. Fernández Casas";"Kelaa-Srarhna.";"Morocco";"MA";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB29/2002";"B";"DNA Bank";"DB 29/2002";"Hordeum marinum";"Hordeum";"Hordeum marinum";"Poaceae";"Poales";"Liliopsida";"Tracheophyta";"Plantae"
"28884391";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"21.9.1979";"Berry";"Georgia, Athens.";"United States";"US";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB30";"B";"DNA Bank";"DB 30";"Aphananthe aspera";"Aphananthe";"Aphananthe aspera";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884392";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"19.10.1994";"Nielsen";"Lesvos, Mesotopos.";"Greece";"GR";"39,1333";"26";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB31";"B";"DNA Bank";"DB 31";"Celtis australis australis";"Celtis";"Celtis australis";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884393";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"22.08.1964";"Neubauer";"Prov. Baghlan: unterstes Ashraf Tal bei Pazek.";"Afghanistan";"AF";"35,3833";"68,2833";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB32";"B";"DNA Bank";"DB 32";"Celtis caucasica";"Celtis";"Celtis caucasica";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884394";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"25.01.1968";"Irwin & al.";"N Corumbá de Goiás.";"Brazil";"BR";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB33";"B";"DNA Bank";"DB 33";"Celtis iguanaea";"Celtis";"Celtis iguanaea";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884395";"MaterialSample";"DNA";"gDNA";"2004-11-19T00:00:00";\N;\N;\N;"Equatorial Guinea";"GQ";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB208";"B";"DNA Bank";"DB 208";"Myristica fragrans";"Myristica";"Myristica fragrans";"Myristicaceae";"Magnoliales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884396";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"29.07.1984";"Dutton & Seng";"Louisiana, SW Grand Chernier.";"United States";"US";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB34";"B";"DNA Bank";"DB 34";"Celtis";"Celtis";\N;"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884397";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"16.07.1997";"Martínez";"En sendero interpretativo Direccion de la Reserva de la Biosfera de Calakmul. a 34 km al N de Calakmul.";"Mexico";"MX";"18,3158";"-89,8564";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB35";"B";"DNA Bank";"DB 35";"Celtis";"Celtis";\N;"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884398";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"28.12.1983";"Houngnon";"Benin, Foret Pobé.";"Benin";"BJ";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB36";"B";"DNA Bank";"DB 36";"Chaetacme";"Chaetacme";\N;"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884399";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"15.4.1974";"Whistler";"Samoa, Upolu, Mt. Olomauga.";"Samoa";"WS";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB37";"B";"DNA Bank";"DB 37";"Gironniera celtidifolia";"Gironniera";"Gironniera celtidifolia";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884400";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"26.12.1968";"O. Degener";"Fiji, Nadarivatu, Viti Levu.";"Fiji";"FJ";\N;\N;"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB38";"B";"DNA Bank";"DB 38";"Trema andersonii";"Trema";"Trema andersonii";"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884401";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"19.02.1973";"Durrington";"Queensland.";"Australia";"AU";"-27,5333";"153,467";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB39";"B";"DNA Bank";"DB 39";"Trema";"Trema";\N;"Cannabaceae";"Rosales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884402";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"20.05.1984";"T. Raus";"Karpathos, Kato Lastos.";"Greece";"GR";"35,5667";"27,15";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB40";"B";"DNA Bank";"DB 40";"Trifolium lappaceum lappaceum";"Trifolium";"Trifolium lappaceum";"Fabaceae";"Fabales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884403";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";\N;"E. Willing";"Korinthias, Ziria.";"Greece";"GR";"38,9333";"22,4";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB41";"B";"DNA Bank";"DB 41";"Trifolium parnassi";"Trifolium";"Trifolium parnassi";"Fabaceae";"Fabales";"Magnoliopsida";"Tracheophyta";"Plantae"
"28884404";"MaterialSample";"DNA";"gDNA";"2002-08-26T00:00:00";"30.4.1995";"Jahn";"Karpathos, Vrykus.";"Greece";"GR";"35,8";"27,1667";"BGBM";"Botanic Garden and Botanical Museum Berlin";"Berlin";"DE";"52.45414";"13.306653";\N;"http://dnabank.bgbm.org/object/DB42";"B";"DNA Bank";"DB 42";"Trifolium praetermissum";"Trifolium";"Trifolium praetermissum";"Fabaceae";"Fabales";"Magnoliopsida";"Tracheophyta";"Plantae"
